id,Saleprice
2658,106895.57908242499
2718,171164.44927230538
2414,207269.3164306859
1989,111341.33564783286
625,167987.2983841183
333,89429.5841601213
1327,109972.90864051173
858,147730.1319267016
95,189614.7791079472
1568,163172.06880521643
2482,148342.14369446735
1364,122056.38249698476
2584,149377.7485540253
818,274937.74535099964
2673,110858.02356345297
2089,122536.00257282385
1297,134084.73869915682
790,115626.10950948179
2616,226555.73146231292
720,167402.67524270376
222,147456.1294190935
557,129632.98748181376
1148,174603.7828025691
2766,174873.1187428967
534,170925.0728994487
1452,117215.63034024899
630,134120.54093854912
2648,116085.01015054784
125,156681.57189218045
1904,67922.72176687336
1670,110351.1035851997
756,98318.67032885658
717,182979.91583449382
1032,166490.07366960458
852,200910.34539917245
1731,181527.61341756207
2639,105362.8635085892
2071,89933.29058519387
1267,126080.30195303395
1851,181998.75124743322
567,167449.46371863314
2439,203897.15977144887
1898,154179.1969697572
647,153401.84345400162
2256,206107.62372173878
979,93808.49678537899
1444,214903.52708636905
2485,123854.18474150643
157,132895.9554625185
88,135402.3862621629
2003,117852.96666692685
186,190866.92459309028
1425,235327.01662922543
2695,130033.86065883172
738,111236.24224684516
395,155676.10260803663
1353,159820.1585950249
1878,143379.04518557
390,165166.43821310005
1456,236585.32887342473
1103,314863.83305784984
1387,140047.74035142694
2070,132530.73391310754
1199,173238.77005863903
2479,174386.3468703178
501,282266.7397416688
2362,109097.54016901916
1718,205375.4195317187
2188,99873.96930560992
1483,146013.44239022632
2557,100699.61292334688
437,396969.0391457901
2224,207470.70086985067
1628,178006.42870591808
397,133441.62455896643
587,197126.82281936327
2182,1002264.8332209409
971,142599.14338896816
2611,160591.9076300879
1887,105431.53990386339
2399,345543.37106501905
2148,197253.55477986467
304,108771.89152829967
1997,130332.56988339247
2817,124704.63744420592
1431,204485.94563645573
427,324472.97180008003
263,122554.64696833566
598,174803.42614233465
2895,228724.81238091024
687,129828.86454937415
1822,141001.68007178436
2191,110024.30391795679
179,113388.93244274272
1009,213987.76624765177
2010,137629.17965009387
1991,131236.2361368482
1411,163756.57657211437
1721,229172.54367797074
1144,185019.35182969997
593,221780.74660811602
575,303559.3100121574
1249,158674.41142262865
1604,137758.26401973836
1064,552226.8808836328
1923,148381.07321387148
1988,113548.61133519672
2325,174876.65761366417
114,190635.9449519731
2700,185606.33592520392
217,137778.60790565924
343,173346.0463686751
386,199954.01064734152
2005,108071.73690700193
2908,134133.95720611955
1814,228109.01841759295
2446,571961.4501492783
208,120157.34183223892
1679,106570.18172007117
822,316025.213233861
6,193791.12472654553
1781,408538.7131187061
2397,286456.1346755347
2340,294785.4324481357
1618,161100.52241445257
2843,136316.2392185654
1061,374308.53491099586
2786,121892.88383431235
1935,141697.15278628428
1341,98416.04631963077
521,254598.3431011987
2136,136715.59309423267
996,187458.89987203068
227,145871.00564868707
135,176996.8867025213
1167,168462.8002618473
294,236094.9539193517
1776,205396.50286784896
540,163842.95686600666
1717,211001.73239156872
2303,126751.55702140812
116,180574.47729184534
127,139253.6979026309
1371,134410.28247649752
1014,156745.4975376335
1507,109516.79028223011
702,107746.0419957469
750,145546.32171641858
261,148834.45887326208
1559,81129.15997951115
577,228622.63776795418
2812,199005.01054288718
2080,164256.51661688922
1368,108316.6336379457
2376,136949.4302334466
659,109402.44530257478
1235,132453.45492444234
332,85314.6124275435
1917,150932.576076517
2094,230315.2808879053
1460,254695.67792898734
1471,200784.12684003598
1509,127493.19861455767
1922,141813.13274272697
433,672651.431534418
460,240935.05085430082
1116,234755.38265021582
1137,157164.8101471036
53,165956.27423192683
2354,276574.85701419687
1475,195873.7013955204
1761,789379.0264202377
842,142320.5688475109
2739,187909.3307230823
2509,163626.14157618594
1007,203242.62424478526
2610,178663.45860681852
1952,92269.49581223533
2719,177401.14777641752
2921,83490.62690472529
1966,153025.8340826672
292,121818.17424117854
1204,190906.995621403
1829,233468.79430435007
2419,194886.35795418106
391,144170.49621811014
798,114775.62562756854
481,198745.69319354976
193,204088.99363334427
555,121985.33890724224
899,61826.98450498497
2357,177056.6204574907
328,109506.07010522262
1356,109900.25057245458
1154,107931.71650030088
1730,177534.34426594985
2249,159292.39467632407
1119,288443.8089503341
2856,142935.14694720038
1394,143711.80283397404
2587,121061.4987767693
61,304058.85483382223
2661,218959.28262215407
2711,135787.8488842271
1147,179453.83458115841
757,132530.1800725014
2623,110300.43612308442
2378,144407.0357048727
1413,143909.44516114006
1722,211444.26487600166
1112,217581.4070009129
1623,196838.03866840192
1201,187506.10936273605
1513,116648.21490131701
957,277919.9205973224
1171,261906.21794665398
1145,197054.60584395248
2726,226325.44331476872
703,141774.59263992705
760,88244.68279148158
1964,156007.1842052212
2512,182418.8475662136
159,152874.4214767807
1281,165964.49498968237
468,174317.22570879155
290,122598.55775657567
665,86200.87003819026
1463,251311.91749708026
1792,236043.4582013373
923,171661.57099710518
500,251920.6391658999
1408,158149.40114303023
331,82407.86172732871
170,110723.55906621098
2192,102520.1929403049
2571,329854.08401633747
2314,174134.45087258887
2647,90229.22499345451
422,453532.3619167787
2457,390622.9988726859
1838,191658.53034987402
2805,240453.45713408312
1645,147068.5522908335
1711,296778.60411619034
2825,231492.67316173197
322,307878.631384706
2103,251520.7135070551
342,126616.94867449283
600,123746.25834711752
488,177363.73461331733
1725,295737.55739154655
2246,294391.6735570946
2847,166261.12620526968
806,235244.98119008067
530,232101.64075528664
963,191026.20770051368
2678,91972.50421684158
171,91661.74748306035
2401,461518.3694517021
805,224699.80789802677
2259,211228.5136578572
1748,183274.5422395992
1361,122514.41265387322
1677,114896.41305358137
1406,143028.66968086315
2322,229051.87577249992
688,157637.8635402732
143,148576.1162254258
804,207503.06531943896
1214,199516.42509085115
2828,143968.89348019537
1999,216518.89167356232
2467,203669.9636889852
2665,144455.05087888348
1538,376383.6748702952
398,120925.30307517819
2822,136545.54952046243
2157,145314.31158396907
1856,177464.50352254618
1269,109536.92411465704
2570,126038.1466377203
2320,231769.85702445064
1517,119055.12698488723
2304,120239.02825517363
1312,101548.66107584216
2012,131293.5216914634
506,219507.63810128826
2865,199616.96746552855
2367,104359.56093170334
554,86462.7982729324
238,128653.44292107617
1954,109657.71347109493
2488,135222.23905159338
2291,83894.30491540974
1969,115713.95828376651
2725,167021.02997497658
1482,146013.44239022632
2763,194738.8185432793
503,258285.03572053427
1584,242426.83919964576
1531,156015.1307509062
2210,158739.15008252198
459,330486.8941595835
556,131619.23731111133
1347,132615.96423715146
1290,94109.68480360085
1388,115666.89761472652
1571,203098.09115381702
2754,196753.1946434975
765,126752.36348613836
2494,133370.7243892226
2870,214126.7616406088
7,224451.20349370147
1114,233973.65725152753
2418,276450.0540952104
291,143214.36830410257
18,378038.90202108165
39,406905.73837651947
1001,254379.65988875623
2442,232894.84280057234
616,126859.67717143013
2680,66611.05135057055
1414,123558.08504065023
289,154498.43639663066
40,252944.29821958038
860,130268.39150347566
409,135880.3758184029
673,149450.1276723563
2427,171851.6698221181
2036,192321.05137798324
2564,143437.84529303768
642,159276.37770869752
1008,182480.32112138363
1908,119724.51372274211
2519,192238.07950454956
1369,84945.96817658252
2855,178457.03897425332
712,99889.13175163908
1943,112813.67032379699
1958,121986.91905618837
107,155784.41998428217
2295,176333.49155960875
704,97909.51067946988
676,128780.60385431428
259,184447.5238866821
93,295930.93646771787
106,250705.08862921968
2315,178304.44750120523
1050,116595.92527420435
1095,199718.6604665359
2709,142981.77218057498
758,146296.6118263829
1496,146046.94697637917
2370,115795.46007220997
2458,264634.48090379353
2733,136122.78128624804
161,228080.62775283153
726,154493.10699438784
845,203677.7813848951
947,256884.85412516966
2232,97970.83071992901
2563,131370.1582130813
2299,130107.84234530963
211,80967.98285947426
605,142921.16151905237
1478,188255.36892538756
2247,286097.60205988254
2274,198813.25747006646
2869,210480.95392429127
967,226066.68693946424
2656,120547.00991296189
667,192692.76940484956
1042,112845.87490393806
2023,140130.3770672465
2447,401693.36417205806
2055,136488.66554323444
2275,263831.77636041783
2204,182065.29379172073
1563,279673.00824063167
483,188338.07741462148
796,129002.62228708075
1526,166097.72016394456
2042,133078.2674725234
442,340287.5913377776
1693,320334.0639466517
1468,228220.23400873807
1430,191270.46617694202
2605,125418.28639080403
1529,213941.1314324972
335,140298.03781984188
1287,117340.50684160035
31,99130.84723101232
1785,315013.6611520184
82,147451.4142994237
2620,102500.99020817745
252,177353.58288077175
721,79463.65038620672
2165,180888.39414857526
2316,177208.93339175114
775,139521.1145947253
1558,89140.54162744663
17,208168.1503493019
1022,234554.1576777494
925,137304.55017414794
438,260001.3016490162
1270,140244.0817405661
1272,136255.62618207678
215,119865.24941589434
266,229286.3422370473
2402,275767.7011577283
1250,119244.1372875238
1984,113663.80025379514
1279,146007.57820882104
377,255459.88707850606
1252,110590.43600839065
2156,270188.86172307143
499,318407.6380700856
1374,121969.03054227265
2898,274704.1641734827
401,119513.67627362884
2721,145171.44756956535
2078,246488.80452918564
2589,124787.06497751517
1946,248125.3970125923
1334,129940.64057932819
2781,218475.92482533556
431,429446.2274608876
576,191592.66046526982
1474,214774.46805970938
2254,149489.3853627393
2155,288371.67085812544
885,106075.46342770485
643,139451.45311326315
1944,128717.85645597443
480,197021.89667867884
2845,93712.38442872866
2387,313689.4077260388
2407,206931.90823765445
2527,160453.13530890754
2514,155828.92584584738
629,125611.84728572851
80,215740.4854379858
1876,141045.02290946228
1546,119718.51805353838
2518,166688.60436450975
2347,161454.11525629708
783,206058.98290600008
1322,50720.233167564125
194,87373.65052449993
1770,285913.18632461294
2143,144374.6079389852
1229,206743.2880511776
511,288541.1399945463
46,227405.50002420868
1348,150804.62495405268
2465,201935.29807559247
387,233979.49552442218
873,216853.96046384555
1918,128707.3587272457
2764,235346.15496241377
2184,121691.34220487793
934,142039.18683446143
1920,140657.72467052494
2631,148316.85963842826
1768,911476.6111553902
2040,115366.04596189392
1749,211309.7130730692
834,255251.28393324616
1457,230998.5737663991
79,120179.65807737183
2302,122772.99282737143
1817,144627.23492080034
2755,226905.30838277444
359,173923.82858480344
2059,115444.26389705211
2092,234443.689383805
2516,225477.08219896143
150,115698.90144634555
1656,126190.34861626246
83,91486.68466026883
2411,178663.84424159746
795,85100.6187217736
2312,214906.88321113522
2917,95845.94911822966
1624,187854.44183076412
2215,340173.0785508072
1211,154817.37011463603
1485,145360.88178749758
1024,165826.44958578137
570,189056.4169499552
2874,131345.33138704547
700,146967.35705842025
2756,216690.62980320706
2022,180325.57654577357
583,236968.45064098845
2392,384764.26185064303
2424,177966.20741412332
212,105882.10024032276
736,120593.38188678495
1610,182086.85768431882
890,117398.11139590848
467,171291.6016486254
578,232879.4312753344
1747,190956.10951206193
1149,150090.73294147511
2758,258458.63054887825
857,141623.71796348304
2219,263722.6987199587
733,77061.96947645595
2909,96389.39371062054
1798,251416.05448451743
235,121473.15620102831
2366,118322.32439294805
1027,134804.00791910596
1195,141186.1526084305
1303,63853.97347647
148,180141.14704653196
608,145654.70385562282
2515,198619.4300478449
821,244310.6919680329
2500,263666.1400610567
745,116659.7244791342
741,128866.1953491002
1611,106761.57429427536
2532,132499.67146904962
1081,217627.73874751222
1692,476818.2800224233
2520,176897.56816863146
276,106996.24758072438
1992,129441.98315847744
663,59566.778534065095
418,132511.8923733281
1733,195828.26176578854
2359,156270.46773824145
253,183504.48977983423
1518,182529.8415388468
2035,125500.57473563497
2919,83558.92065899672
1540,247746.74135016795
2120,143710.51627321358
1674,163228.34683252795
256,157244.90433903274
2361,107985.42878999472
978,84458.57115358805
2280,136465.7971418082
2095,207683.82815136062
1709,336408.84882713266
2801,252359.20146205265
1246,117961.24415644287
2373,100683.51569357805
1055,296754.115595604
2017,124242.74999668048
1099,279980.0237285522
1344,97724.03240370029
835,203963.85857935378
1117,220562.2087496658
2043,85573.89141928639
2085,123766.96586800797
410,147635.9351941304
2650,109632.56634764886
2867,175319.95650103723
1668,120909.40565619971
1161,164935.03130314694
2122,169535.07383928736
2539,144693.96499984714
1047,129995.36437103954
1445,126669.58023856433
541,126715.22732661958
569,215839.1065548215
1276,114683.89993212261
918,157242.14680251517
326,158127.0595066222
1936,128373.9142823357
895,83495.01372575262
257,149111.90624934298
1241,184307.11835342954
1545,112819.24152098928
1189,174056.97224329697
270,145099.41546171016
2066,187105.3820657183
693,118623.41265550916
1259,122239.20625897963
2916,142982.43002235732
2321,289949.12171285285
1977,74952.98755767252
1895,144271.55158570604
1240,161515.45485872016
85,158999.77948625077
1823,128072.31091774059
825,293594.24489404715
110,230446.92646094252
697,110194.3064780062
2297,124450.20554016175
1231,137511.9440547677
1355,130713.06630403739
968,338317.3563943436
584,213859.53299945945
1315,124762.76091253459
1606,137735.79948671692
206,71645.3895205512
1685,363822.766057811
2016,135538.07767645913
869,212893.3051628307
2135,124839.07620163856
2346,176030.12875416156
2430,227107.2493677837
2198,79600.50545638383
2652,108877.9442830198
27,123743.05273522022
241,156088.07908504966
906,129193.35951953988
1506,108937.72720727441
2098,388583.9441047715
1435,219828.5856058407
2213,138728.3720012369
1274,134929.62834294623
743,27461.2116177295
1737,196440.74907604605
2797,286992.0735127864
2185,66100.28955419053
58,173993.1726801468
830,202148.1075258801
808,121025.57880945051
680,161534.56079273944
1153,109637.47933614555
1291,150814.78217947047
1818,132461.75473459705
2161,192414.61855528687
1883,117308.86811214937
350,402409.5992032769
2473,143433.32768945064
295,193890.72275631974
293,197722.7503068193
859,127713.1362875969
288,81963.88602360063
1578,153406.37032343383
102,173817.22621977533
2831,140253.6088326515
1030,156129.65447982852
2551,142612.60130441264
1286,139836.92720487504
958,300417.68623223354
776,134058.34418486492
72,224163.07159825784
2263,242272.60025533644
1866,159777.6788138408
2876,74695.43554418227
2146,255396.69611789618
103,182394.58939554062
1500,134938.46906749607
492,171410.63801553697
167,151256.2960021422
2597,122564.04237822554
2685,107566.43186411126
1035,149898.8509112252
1220,61584.04636330064
2602,148688.59118359588
2159,209155.3015551931
695,130527.42443738994
1109,260055.30468741676
640,161079.42897041398
1652,149968.4328812629
2090,190073.38350183622
1188,185058.85458508282
2345,271743.2827421548
1059,451065.94996264606
2751,231546.11817646358
128,208291.66354214575
1523,192122.64617933467
2925,172847.9918431936
2145,318915.0670306621
1121,222861.93146151726
566,256419.27943825713
565,231719.74353518334
1331,135575.9359851931
2928,130850.42567306054
156,139051.3522805057
797,148894.53352297263
327,91795.12886362763
2859,155648.4523543122
1453,123625.60049237378
1762,341696.0964452171
1868,193773.46624474565
1760,181340.79831510287
1113,232781.28077015743
1812,192334.51237351116
117,159376.0791798119
1142,205124.06138015733
2342,404911.26043975103
927,144164.03220960873
2478,178762.89565576625
655,91406.00235652675
2064,125065.5201515968
369,261918.24601734796
2239,112652.07500277825
2732,221505.29439418414
1653,165495.32642160082
959,210287.9976149609
2395,353781.97642915644
1412,108851.32907649735
271,238461.58266839842
1484,145468.61581776288
1497,153212.1807616155
552,143178.29498209633
2,118159.7550281499
1855,311160.9678478138
4,291052.2701579838
2292,149947.99960277815
134,137505.642830554
646,107440.0564097796
42,273719.00623421534
532,231308.1472537254
713,103975.66876736975
2561,142506.70474041306
2360,134146.89642138386
1333,135047.89929184978
1407,213351.2121562551
2892,298466.3822931361
574,223338.01499456307
1227,158938.4753395945
2591,196787.88693220116
1476,219079.55660824853
1125,238970.5039973127
1446,140173.87991209593
408,109137.48491704534
1101,280662.146442322
2251,185115.04284220125
373,183593.77732813562
2554,130132.02370614538
2382,241607.3540354853
1985,78994.55724579318
519,246354.72462420585
1093,178629.01854920268
864,249350.02899661084
2889,145977.85558884186
2308,192231.6093866132
986,163532.9978839467
1302,135452.99204067318
585,165742.7558900727
2708,151298.26673053403
147,140543.6209075093
1441,222555.55051394622
383,187079.62078840152
285,149465.7245658076
181,109057.71542862632
358,173229.34367309805
780,179612.54166726005
258,188918.0828280178
1865,249443.49699663447
692,114359.90757797913
2902,343230.7054219921
508,247622.2189926733
2638,140487.90880700407
36,147376.1875047921
611,166938.49849970234
2281,126998.82686444698
1678,118667.24627222678
1696,512408.4443993372
1557,79387.8183846934
2180,151903.11657261944
1726,209897.35367740804
951,154888.62918970492
267,228408.59506919864
2706,141863.88297897586
2221,251448.87107034435
1357,182015.3674403568
2901,325909.53403002204
347,179243.54275880003
2164,193981.6508457383
1586,315444.9479737068
360,154268.74682120755
1769,247486.98265026297
2617,175323.51996804352
1879,150716.56664790044
991,225368.9827831115
1535,128742.34850754727
1191,144945.47620534903
1579,217488.38080311843
1882,140502.23804271108
1510,127398.61268808649
2196,135282.1611813454
1845,171978.01576276138
2336,401173.44849362626
942,86689.06480319606
861,135117.5242871391
2555,116733.49326454333
1392,157521.9810158436
2099,252010.72884641372
1543,127150.41735223503
948,289611.25225719524
1239,177151.03647718267
22,179352.56484948425
2796,248540.3465399002
2747,178429.6985646863
92,272457.70162581664
210,169881.3928417496
1858,191256.6745822329
2228,157449.3852774315
447,230033.28053176275
827,253132.88544434894
1649,234731.4428478553
682,133070.9315372669
2698,98332.01485815566
494,167049.33458297534
214,113950.85089205203
2441,266367.4589204379
2679,103744.9351707578
1336,119996.01411108451
465,178013.16604760295
1524,148266.8409058447
2543,118240.4558221508
631,143301.07853499363
2452,297774.1014476197
228,161632.89973617674
126,178002.38363874526
1092,230457.26751352026
1122,202259.40744984426
932,244767.78968128742
1980,75575.30978582824
2171,110512.02538227019
551,148750.9176117923
2768,169109.7620310377
2056,114931.37144152966
1159,359303.1965895585
2645,116142.30674961259
1174,188326.52989869527
2266,235686.4484954193
2462,455962.8567905267
1219,151995.7216568431
2922,182701.21398427707
118,148202.61079494748
474,163846.07464458008
2576,154383.7859053582
872,282148.47943493316
1077,201832.06285840593
1536,142468.29825763174
1150,118994.0812125437
2341,345962.0120506524
1931,145944.68795424924
2785,124437.99406500974
2538,136840.93369303583
597,205247.4494793864
464,204859.33820135624
233,226369.19052107265
2169,138581.23115597366
2123,172119.71452707378
1867,172710.11529551938
137,274535.4728460709
515,245308.64790046783
933,120574.56174422835
2784,176908.56004273475
972,160123.54899800138
599,164544.18231475836
2614,135307.62025824003
2582,134625.7317357144
1409,133379.94430722066
175,108476.16799403522
352,227288.02557211337
976,91304.74254584096
2134,198181.40439361255
984,123273.20870535249
2396,355820.0087452849
1673,143922.2698576081
404,116018.37974682599
607,160182.3989765799
814,148064.80147234967
868,196255.81851966772
2271,180209.45628360822
1633,251674.87552634068
337,196416.66766669424
2765,172543.85281682407
1746,239970.2854740602
368,328274.5501552009
2806,213042.77704714748
1662,188612.67826519482
1234,218004.26681793205
1373,130103.86074294584
1672,115465.56374295162
1939,125019.60271521613
